{0.001699,  0.067948,  50},
{0.006313,  0.092279,  50},
{0.016678,  0.207314,  50},
{0.035053,  0.367490,  50},
{0.063628,  0.571492,  50},
{0.103359,  0.794627,  50},
{0.153987,  1.012557,  50},
{0.215200,  1.224260,  50},
{0.286661,  1.429235,  50},
{0.368052,  1.627818,  50},
{0.459132,  1.821600,  50},
{0.559828,  2.013905,  50},
{0.670339,  2.210225,  50},
{0.791258,  2.418372,  50},
{0.923661,  2.648070,  50},
{1.069147,  2.909719,  50},
{1.229768,  3.212427,  50},
{1.407860,  3.561840,  50},
{1.605795,  3.958694,  50},
{1.825735,  4.398805,  50},
{2.069462,  4.874534,  50},
{2.338313,  5.377025,  50},
{2.633229,  5.898318,  50},
{2.954868,  6.432778,  50},
{3.303757,  6.977776,  50},
{3.678823,  7.501320,  50},
{4.077303,  7.969597,  50},
{4.496379,  8.381533,  50},
{4.933184,  8.736096,  50},
{5.383122,  8.998758,  50},
{5.841569,  9.168942,  50},
{6.305536,  9.279344,  50},
{6.771656,  9.322389,  50},
{7.235908,  9.285037,  50},
{7.695220,  9.186248,  50},
{8.147344,  9.042477,  50},
{8.588942,  8.831962,  50},
{9.015882,  8.538794,  50},
{9.423871,  8.159790,  50},
{9.809189,  7.706352,  50},
{10.169189,  7.200007,  50},
{10.502432,  6.664853,  50},
{10.808501,  6.121385,  50},
{11.087690,  5.583787,  50},
{11.340696,  5.060108,  50},
{11.568384,  4.553768,  50},
{11.771646,  4.065234,  50},
{11.951313,  3.593342,  50},
{12.108121,  3.136165,  50},
{12.242698,  2.691528,  50},
{12.355561,  2.257278,  50},
{12.447132,  1.831401,  50},
{12.517735,  1.412062,  50},
{12.567750,  1.000300,  50},
{12.599522,  0.635441,  50},
{12.617227,  0.354099,  50},
{12.624985,  0.155175,  50},
{12.626891,  0.038110,  50},
{12.626891,  0.000000,  50}
