0.001711, 0.068427, 50
0.007439, 0.114575, 50
0.020336, 0.257925, 50
0.043285, 0.458983, 50
0.079201, 0.718328, 50
0.129606, 1.008089, 50
0.194624, 1.300368, 50
0.274424, 1.596000, 50
0.369219, 1.895889, 50
0.479269, 2.201002, 50
0.604887, 2.512360, 50
0.746437, 2.831011, 50
0.904337, 3.158004, 50
1.079055, 3.494353, 50
1.271105, 3.841010, 50
1.481047, 4.198840, 50
1.709478, 4.568618, 50
1.957030, 4.951038, 50
2.224368, 5.346747, 50
2.512187, 5.756395, 50
2.821222, 6.180699, 50
3.152248, 6.620507, 50
3.506090, 7.076844, 50
3.883636, 7.550917, 50
4.285838, 8.044040, 50
4.713708, 8.557409, 50
5.168291, 9.091653, 50
5.648684, 9.607867, 50
6.151735, 10.061022, 50
6.673668, 10.438658, 50
7.188906, 10.304749, 50
7.702913, 10.280154, 50
8.223967, 10.421064, 50
8.751585, 10.552370, 50
9.285814, 10.684583, 50
9.826792, 10.819553, 50
10.375790, 10.979952, 50
10.933720, 11.158606, 50
11.496324, 11.252091, 50
12.052268, 11.118872, 50
12.585809, 10.670825, 50
13.083327, 9.950359, 50
13.537946, 9.092372, 50
13.949150, 8.224086, 50
14.319898, 7.414953, 50
14.654173, 6.685512, 50
14.955746, 6.031449, 50
15.227753, 5.440145, 50
15.472669, 4.898315, 50
15.692399, 4.394606, 50
15.888401, 3.920044, 50
16.061789, 3.467753, 50
16.213415, 3.032512, 50
16.343932, 2.610346, 50
16.453842, 2.198195, 50
16.543525, 1.793670, 50
16.613268, 1.394862, 50
16.663279, 1.000207, 50
16.695529, 0.645005, 50
16.713875, 0.366933, 50
16.722246, 0.167403, 50
16.724542, 0.045936, 50
16.724659, 0.002340, 50
16.724659, 0.000000, 50
