{0.001866,  0.074627,  50},
{0.009328,  0.149254,  50},
{0.024254,  0.298507,  50},
{0.046642,  0.447761,  50},
{0.076493,  0.597015,  50},
{0.113806,  0.746269,  50},
{0.158582,  0.895522,  50},
{0.210821,  1.044776,  50},
{0.270522,  1.194030,  50},
{0.337687,  1.343284,  50},
{0.412313,  1.492537,  50},
{0.494403,  1.641791,  50},
{0.583955,  1.791045,  50},
{0.680970,  1.940299,  50},
{0.785448,  2.089552,  50},
{0.897388,  2.238806,  50},
{1.016791,  2.388060,  50},
{1.143657,  2.537313,  50},
{1.277985,  2.686567,  50},
{1.419776,  2.835821,  50},
{1.569030,  2.985075,  50},
{1.725746,  3.134328,  50},
{1.889925,  3.283582,  50},
{2.061567,  3.432836,  50},
{2.240672,  3.582090,  50},
{2.427239,  3.731343,  50},
{2.621269,  3.880597,  50},
{2.822761,  4.029851,  50},
{3.031716,  4.179104,  50},
{3.248134,  4.328358,  50},
{3.472015,  4.477612,  50},
{3.703358,  4.626866,  50},
{3.942164,  4.776119,  50},
{4.188433,  4.925373,  50},
{4.442164,  5.074627,  50},
{4.703358,  5.223881,  50},
{4.972015,  5.373134,  50},
{5.248134,  5.522388,  50},
{5.531716,  5.671642,  50},
{5.822761,  5.820896,  50},
{6.121269,  5.970149,  50},
{6.427239,  6.119403,  50},
{6.740672,  6.268657,  50},
{7.061567,  6.417910,  50},
{7.389925,  6.567164,  50},
{7.725746,  6.716418,  50},
{8.069030,  6.865672,  50},
{8.419776,  7.014925,  50},
{8.777985,  7.164179,  50},
{9.143657,  7.313433,  50},
{9.516791,  7.462687,  50},
{9.890537,  7.474925,  50},
{10.256538,  7.320005,  50},
{10.626980,  7.408839,  50},
{11.001346,  7.487338,  50},
{11.379015,  7.553367,  50},
{11.759236,  7.604423,  50},
{12.141121,  7.637695,  50},
{12.523636,  7.650313,  50},
{12.905632,  7.639919,  50},
{13.285923,  7.605811,  50},
{13.663469,  7.550919,  50},
{14.037698,  7.484593,  50},
{14.408965,  7.425326,  50},
{14.779011,  7.400923,  50},
{15.151151,  7.442799,  50},
{15.529854,  7.574064,  50},
{15.918285,  7.768615,  50},
{16.317035,  7.975004,  50},
{16.726380,  8.186897,  50},
{17.146585,  8.404101,  50},
{17.576987,  8.608050,  50},
{18.016480,  8.789847,  50},
{18.463835,  8.947102,  50},
{18.926915,  9.261608,  50},
{19.426915,  10.000000,  50},
{19.926915,  10.000000,  50},
{20.426915,  10.000000,  50},
{20.926915,  10.000000,  50},
{21.426915,  10.000000,  50},
{21.926915,  10.000000,  50},
{22.426915,  10.000000,  50},
{22.926915,  10.000000,  50},
{23.426915,  10.000000,  50},
{23.926915,  10.000000,  50},
{24.426915,  10.000000,  50},
{24.926915,  10.000000,  50},
{25.426915,  10.000000,  50},
{25.926546,  9.992623,  50},
{26.423574,  9.940554,  50},
{26.914636,  9.821237,  50},
{27.398235,  9.671983,  50},
{27.874372,  9.522729,  50},
{28.343045,  9.373475,  50},
{28.804256,  9.224222,  50},
{29.291256,  9.739984,  50},
{29.751975,  9.214394,  50},
{30.187252,  8.705534,  50},
{30.597581,  8.206582,  50},
{30.981498,  7.678339,  50},
{31.335553,  7.081095,  50},
{31.654289,  6.374722,  50},
{31.931111,  5.536441,  50},
{32.162070,  4.619189,  50},
{32.354015,  3.838891,  50},
{32.529825,  3.516206,  50},
{32.716988,  3.743264,  50},
{32.929972,  4.259679,  50},
{33.168635,  4.773255,  50},
{33.426639,  5.160072,  50},
{33.697243,  5.412086,  50},
{33.975109,  5.557322,  50},
{34.256273,  5.623283,  50},
{34.530977,  5.494067,  50},
{34.790542,  5.191306,  50},
{35.033203,  4.853212,  50},
{35.256897,  4.473886,  50},
{35.459468,  4.051430,  50},
{35.639205,  3.594743,  50},
{35.795886,  3.133620,  50},
{35.932170,  2.725677,  50},
{36.054394,  2.444474,  50},
{36.171414,  2.340397,  50},
{36.291571,  2.403144,  50},
{36.420034,  2.569251,  50},
{36.558311,  2.765545,  50},
{36.705403,  2.941850,  50},
{36.859186,  3.075658,  50},
{37.017321,  3.162697,  50},
{37.177681,  3.207207,  50},
{37.338485,  3.216080,  50},
{37.498294,  3.196172,  50},
{37.655961,  3.153346,  50},
{37.810577,  3.092307,  50},
{37.961412,  3.016710,  50},
{38.107880,  2.929356,  50},
{38.249499,  2.832373,  50},
{38.385867,  2.727377,  50},
{38.516647,  2.615588,  50},
{38.641543,  2.497932,  50},
{38.760299,  2.375108,  50},
{38.872681,  2.247648,  50},
{38.978479,  2.115960,  50},
{39.077497,  1.980360,  50},
{39.169553,  1.841106,  50},
{39.254473,  1.698417,  50},
{39.332098,  1.552492,  50},
{39.402274,  1.403526,  50},
{39.464861,  1.251724,  50},
{39.519726,  1.097308,  50},
{39.566752,  0.940526,  50},
{39.605835,  0.781652,  50},
{39.636884,  0.620992,  50},
{39.659829,  0.458881,  50},
{39.674612,  0.295677,  50},
{39.681606,  0.139880,  50},
{39.683254,  0.032955,  50},
{39.683254,  0.000000,  50}
