{0.001842,  0.073676,  50},
{0.008709,  0.137349,  50},
{0.022438,  0.274567,  50},
{0.043014,  0.411519,  50},
{0.070417,  0.548069,  50},
{0.104621,  0.684074,  50},
{0.145590,  0.819384,  50},
{0.193282,  0.953837,  50},
{0.247645,  1.087262,  50},
{0.308618,  1.219466,  50},
{0.376130,  1.350241,  50},
{0.450098,  1.479351,  50},
{0.530424,  1.606530,  50},
{0.616998,  1.731475,  50},
{0.709690,  1.853837,  50},
{0.808351,  1.973211,  50},
{0.912807,  2.089125,  50},
{1.022858,  2.201024,  50},
{1.138271,  2.308258,  50},
{1.258774,  2.410056,  50},
{1.384049,  2.505508,  50},
{1.513726,  2.593544,  50},
{1.647372,  2.672908,  50},
{1.784479,  2.742151,  50},
{1.924461,  2.799628,  50},
{2.066638,  2.843541,  50},
{2.210240,  2.872049,  50},
{2.354415,  2.883492,  50},
{2.498255,  2.876809,  50},
{2.640867,  2.852228,  50},
{2.781482,  2.812297,  50},
{2.918555,  2.741463,  50},
{3.049681,  2.622533,  50},
{3.173548,  2.477326,  50},
{3.290683,  2.342705,  50},
{3.402760,  2.241549,  50},
{3.511639,  2.177579,  50},
{3.618721,  2.141633,  50},
{3.724887,  2.123329,  50},
{3.830540,  2.113049,  50},
{3.935696,  2.103114,  50},
{4.040103,  2.088149,  50},
{4.143347,  2.064875,  50},
{4.244929,  2.031652,  50},
{4.344329,  1.987993,  50},
{4.441036,  1.934136,  50},
{4.534573,  1.870740,  50},
{4.624506,  1.798664,  50},
{4.710448,  1.718836,  50},
{4.792056,  1.632174,  50},
{4.869033,  1.539538,  50},
{4.941119,  1.441715,  50},
{5.008090,  1.339411,  50},
{5.069752,  1.233253,  50},
{5.125942,  1.123793,  50},
{5.176518,  1.011519,  50},
{5.221361,  0.896865,  50},
{5.260372,  0.780212,  50},
{5.293467,  0.661903,  50},
{5.320579,  0.542246,  50},
{5.341655,  0.421524,  50},
{5.356655,  0.299997,  50},
{5.365551,  0.177908,  50},
{5.369163,  0.072252,  50},
{5.369857,  0.013876,  50},
{5.369857,  0.000000,  50}
