{0.001863,  0.074526,  50},
{0.009316,  0.149052,  50},
{0.024221,  0.298103,  50},
{0.046579,  0.447155,  50},
{0.076389,  0.596207,  50},
{0.113652,  0.745259,  50},
{0.158367,  0.894310,  50},
{0.210536,  1.043362,  50},
{0.270156,  1.192414,  50},
{0.337230,  1.341466,  50},
{0.411755,  1.490517,  50},
{0.493734,  1.639569,  50},
{0.583165,  1.788621,  50},
{0.680049,  1.937673,  50},
{0.784385,  2.086724,  50},
{0.896174,  2.235776,  50},
{1.015415,  2.384828,  50},
{1.142109,  2.533879,  50},
{1.276255,  2.682931,  50},
{1.417855,  2.831983,  50},
{1.566906,  2.981035,  50},
{1.723411,  3.130086,  50},
{1.887368,  3.279138,  50},
{2.058777,  3.428190,  50},
{2.237639,  3.577242,  50},
{2.422091,  3.689030,  50},
{2.608111,  3.720404,  50},
{2.791679,  3.671363,  50},
{2.969363,  3.553685,  50},
{3.139595,  3.404633,  50},
{3.302374,  3.255581,  50},
{3.457700,  3.106530,  50},
{3.605574,  2.957478,  50},
{3.745996,  2.808426,  50},
{3.878964,  2.659374,  50},
{4.004481,  2.510323,  50},
{4.122544,  2.361271,  50},
{4.233155,  2.212219,  50},
{4.336313,  2.063167,  50},
{4.432019,  1.914116,  50},
{4.520272,  1.765064,  50},
{4.601073,  1.616012,  50},
{4.674421,  1.466961,  50},
{4.740316,  1.317909,  50},
{4.798759,  1.168857,  50},
{4.849750,  1.019805,  50},
{4.893287,  0.870754,  50},
{4.929372,  0.721702,  50},
{4.958005,  0.572650,  50},
{4.979185,  0.423598,  50},
{4.992912,  0.274547,  50},
{4.999481,  0.131384,  50},
{5.001050,  0.031374,  50},
{5.001050,  0.000000,  50}
